GE83318	LOC150786; RAB6C
GE83345	ANKRD20A1; ANKRD20A2; ANKRD20A3; ANKRD20A4
GE833775	FAM117B; MED18; PNPLA1; SFMBT2
GE83435	CFC1; CFC1B
GE83462	ISYNA1; SSBP4
GE83571	ATG4D; KRI1
GE83587	TCEAL3; TCEAL5
GE83608	HSFY1; HSFY2
GE83682	NT5C3L; PFAS
GE83695	ANKRD30A; ANKRD30B
GE842432	PLGLB1; PLGLB2
GE84433	FOXD4L2; FOXD4L4; FOXD4L5; FOXD4L6
GE84541	LGALS9; LGALS9B; LGALS9C
GE845903	DDHD1; GNL3L
GE84673	CD207; WDTC1
GE84794	GOLGA8A; GOLGA8B
GE84955	LIMS1; LIMS3
GE85155	ABCB9; OGFOD2
GE85238	FAM75A1; FAM75A2; FAM75A3; FAM75A5; FAM75A6; FAM75A7
GE85245	ZNF33A; ZNF33B
GE853937	LOC100132247; NPIPL3
GE85416	LOC100287428; PNMA6A
GE85434	CENPP; IPPK
GE856413	FNIP1; GBP6; SHPK; TLR6; ZNF345
GE85716	POM121; POM121C
GE85721	KRTAP5-3; KRTAP5-6; KRTAP5-9
GE85725	ZNF417; ZNF587
GE85742	OR52K1; OR52K2
GE858768	CLCC1; FCF1
GE85908	ANKRD36; ANKRD36B
GE85987	C9orf100; CCDC107
GE86016	KBTBD4; PTPMT1
GE86042	FAM13C; PHYHIPL
GE86214	ARHGAP8; PRR5-ARHGAP8
GE86300	MAP3K15; PDHA1
GE86306	POLR2I; TBCB
GE86307	POLR2I; TBCB
GE86570	OR10H3; OR10H4
GE86571	OR10H1; OR10H2; OR10H5
GE86573	OR4M1; OR4M2
GE86574	OR2L3; OR2L8
GE865997	ACTN4; CAPN12
GE86614	OR2T2; OR2T35
GE86849	PLGLB1; PLGLB2
GE86860	LOC100127983; NECAB1
GE87324	ATAD3A; ATAD3B
GE87424	C1QTNF9; C1QTNF9B
GE87659	ZNF552; ZNF814
GE87696	LCE3D; LCE3E
GE87736	OR1J2; OR1J4
GE87789	CLEC18A; CLEC18B; CLEC18C
GE87934	LYZL1; LYZL2
GE87965	PCDH11X; PCDH11Y
GE87986	CCDC42B; DDX54
GE880217	ANO8; CCND1; PIK3R5
GE88073	RHOF; TMEM120B
GE88077	MAGEA3; MAGEA6
GE88104	GTF2IRD2; GTF2IRD2B
GE88189	CISD2; NHEDC1
GE88300	CLDN22; WWC2
GE883062	EBLN2; SNAP29; ZNF709
GE883106	ANGPT2; ARL11; BMP7; C10orf32; C3orf62; CDKN2AIPNL; CWF19L1; EVI5; GAPVD1; NHLRC2; PAPLN; PHACTR4; PLEKHA2; SEPN1; SKAP2; TRAPPC2; TTF1; YTHDC1; ZNF483; ZNF491; ZNF566; ZNF595; ZNF790
GE88345	ALG10; ALG10B
GE88434	SERF1A; SERF1B
GE88469	FAHD2A; FAHD2B
GE886662	ALDH3A2; PRR11; RNF135
GE88819	GATC; SRSF9
GE88849	RFPL1; RFPL2; RFPL3
GE890404	HLA-DQA1; HLA-DQA2
GE890625	NXF2; NXF2B
GE891618	DEFB106A; DEFB106B
GE892301	KLRC2; KLRC3; KLRC4
GE893884	PABPC1; PABPC3; RLIM
GE894079	C12orf48; PMCH
GE894150	SSX1; SSX2; SSX2B; SSX4; SSX4B; SSX5; SSX7
GE894819	ERF; ETV3; ETV3L
GE894848	SSX2; SSX2B; SSX3; SSX5; SSX7
GE895940	HIST1H2AG; HIST1H2AI; HIST1H2AJ
GE896098	SPIN2A; SPIN2B
GE896410	SSX1; SSX4; SSX4B
GE899358	ANKRD40; ARGFX; C10orf58; C19orf54; C21orf62; C2orf15; CLCC1; DNAJB13; ELMOD1; ERN2; EVI5; FAM55C; FUT2; GCLM; GFPT1; IQCC; JMJD6; MRI1; MYLK3; NLRC3; OPA3; PLCD3; PRR11; PTAFR; QRSL1; RNF125; RUNDC2A; S1PR3; SLC11A2; TRIM34; ZC3H12B; ZFAND5; ZHX3; ZNF280C; ZNF546; ZSCAN29
GE901146	SAR1B; WIPF2
GE901451	IFNA10; IFNA14; IFNA16; IFNA7
GE902236	ZNF286A; ZNF286B
GE903053	TAS2R30; TAS2R31; TAS2R43; TAS2R46
GE905895	PCDHB11; PCDHB13; PCDHB14; PCDHB16; PCDHB3; PCDHB5; PCDHB9
GE907075	TAS2R31; TAS2R43
