name	log.BF.FF.2.	p	q	log.BF.2.	log.FF.2.	T00346116_FF11_1.TXT	T00346118_FF5_1.TXT	T00346121_FF2_1.TXT	T00346125_FF3_1.TXT	T00346128_FF13_1.TXT	T00346130_FF12_1.TXT	T00346131_FF15_1.TXT	T00346132_FF14_1.TXT	T00346135_FF7_1.TXT	T00346114_BF5_1.TXT	T00346115_BF1_1.TXT	T00346119_BF4_1.TXT	T00346120_BF8_1.TXT	T00346127_BF3_1.TXT	T00346129_BF10_1.TXT	T00346133_BF7_1.TXT	T00346134_BF6_1.TXT	T00346113_BMS2_1.TXT	T00346117_BMS16_1.TXT	T00346122_BMS8_1.TXT	T00346126_BMS3_1.TXT	T00346136_BMS10_1.TXT
SOD2	0.397081086	0.20494002	0.270142003	6.972640824	6.575559738	6.397665478	5.918705193	5.934702274	6.45391247	6.722331249	6.459953848	8.094025252	6.482243698	6.71649818	7.07887741	6.074800197	7.176387935	6.966862743	6.796370247	7.093127539	6.792711648	6.657115061	NA	7.635791286	7.321501521	6.829517408	7.248626896
MR1	-0.076635645	0.474895408	0.544174197	6.007295395	6.08393104	5.497676931	5.994341662	6.567573243	5.967811669	5.891496402	5.7800624	6.403015582	6.497206329	6.156195139	6.383089176	5.86325852	5.484725168	5.773971335	6.529565108	5.366002979	6.025445657	5.836029108	6.367170457	6.091170943	6.617580223	6.436940403	5.319891054
NPTX2	0.15075704	0.452168866	0.512765358	7.39855895	7.24780191	6.811397026	7.354848998	6.8317954	7.300866634	7.615551101	7.371582579	7.217129351	6.979435483	7.747610617	7.204059336	6.460371008	9.250474469	7.482013889	NA	7.967155672	7.005224019	8.266633904	7.536979321	7.119707233	6.851881467	6.478729116	7.159477963
LTBR	0.561930588	0.304918927	0.206722445	6.630670598	6.068740011	5.375217613	5.485425168	5.050551333	6.816437617	5.887315862	5.844801563	6.997464143	6.459244339	6.702202456	7.05620963	6.051455449	6.228796276	6.614230062	6.757384336	7.053762804	6.812740135	6.566662668	6.959684885	6.654111755	6.322823607	6.430430282	6.690425891
CSNK2A1	0.326476983	0.681123094	0.270142003	6.123616759	5.797139776	5.367209269	5.482019637	5.550057081	6.404922282	NA	5.181970149	6.387055471	5.918074605	6.08580971	6.802661735	5.910696673	5.343466155	6.205173039	6.227871997	6.457527564	6.332591256	5.854830793	6.510916704	5.911945256	6.155080219	6.103856842	5.790399635
BTK	-0.110387163	0.72431384	0.544174197	6.500176016	6.610563178	7.287436662	5.628116197	6.856234651	6.08560306	6.090072116	6.272291615	6.811575884	7.601337302	6.862401118	7.18461888	6.292633982	6.664076698	7.091975554	7.314778882	6.421873832	6.676621012	6.164636976	6.14973617	6.205318469	6.563770351	5.72474852	6.047498878
PPP2R2A	0.261199371	0.420666662	0.293977946	7.565858483	7.304659111	7.231074748	7.343432293	7.060693664	7.446443728	7.083237274	7.332105605	7.434888779	7.735343736	7.074712173	7.438080802	7.877143734	6.932067383	7.650091921	7.843175394	7.57299765	7.405720299	6.879005376	7.761486676	9.304844191	7.099775622	7.205948583	7.385822642
CD207	-0.143840369	0.29439218	0.405148062	8.164077007	8.307917376	7.826242384	8.490988902	8.214298982	8.226692364	8.765643674	7.992036276	8.620643517	8.632993124	8.00171716	7.932973972	7.797839944	8.4453687	8.108607496	8.529232885	8.864679421	8.077292704	7.78737405	8.721180293	7.87125595	7.994035145	7.514688935	8.488471592
IFNA2	-0.07746583	0.6172555	0.554204225	6.27725709	6.35472292	5.811530284	6.426623518	5.630010809	6.261581931	6.29413553	6.416569175	6.510810338	7.291457544	6.549787148	6.837301664	5.961037525	5.77970285	6.008075469	6.739330785	6.451102407	7.205910182	5.802666505	6.316154515	5.711964566	6.713172433	5.887820868	6.190102405
ABCB10	-0.896928087	0.795829234	0.231883011	9.39094482	10.28787291	10.50183771	10.06753358	11.55066559	8.713640631	9.124105133	11.56203117	11.30061856	10.77286397	8.997559807	8.195221763	9.784028359	10.73776488	8.37349338	9.783065263	9.630351371	9.719986008	7.078000643	8.488427225	10.17600588	9.363913118	9.391915385	11.36010938
MAPKAPK2	0.209322209	0.458445419	0.399553668	5.852540754	5.643218545	5.102068989	4.88432786	5.635788713	5.516903216	5.412466089	5.946426327	6.542123154	6.381885087	5.366977472	6.646935704	6.167065837	6.097393943	5.678840782	5.271035243	5.96579518	6.187050589	5.251967929	5.590759067	6.188922703	5.768017429	5.1788932	6.090352193
CNIH3	0.032860928	0.519901187	0.596579034	5.922725467	5.889864539	5.202308847	5.495117567	5.888529367	5.651120255	6.227896911	6.087860721	6.3947972	5.97990585	6.081244133	6.589056306	5.673809628	6.137216017	6.065163034	5.644453533	6.295914719	6.200303386	5.726612772	5.613931181	6.071938594	5.531644973	5.510310795	5.935076136
MSRA	-0.061180651	0.255651466	0.554204225	6.801539362	6.862720013	6.353878267	6.701818632	6.832097901	6.91987717	6.990854264	6.983933386	7.100808639	7.33731613	6.543895729	7.926941012	6.435239909	6.481602215	6.593675988	7.104577308	6.895758266	7.309394574	6.394897825	6.474882637	6.656186557	6.972256205	6.793369586	6.381229627
CCRL2	-0.126649933	0.759887177	0.544174197	6.175888757	6.302538691	6.406112447	6.300784293	6.077415551	5.547108457	5.883613752	6.050437473	7.527526566	7.121256102	5.808593576	6.828009139	6.666122413	5.756554453	7.003018681	6.81869257	5.22892761	6.135033086	5.042685026	5.626104741	6.548232487	6.586190458	6.413356078	5.633627105
NFATC3	-0.213571121	0.187136181	0.285747805	6.15338491	6.36695603	6.429287311	6.194973627	6.262363465	6.699985354	6.951414804	6.090342454	6.220267529	6.563765385	5.890204343	6.759409776	6.241814886	5.381886971	6.065984902	6.117085632	6.277980473	6.445077695	5.99290447	5.829011079	6.419514349	NA	6.06858095	6.241367732
SYK	-0.654224995	0.054358438	0.180653398	5.404243627	6.058468621	5.631385404	5.743398082	6.241596526	5.907820577	6.111602391	6.051283425	6.441885709	5.931609946	6.465635533	6.332878544	5.284012671	6.25996215	4.144840475	5.393682713	4.337107141	6.376976612	5.23319621	5.109412701	5.024249104	6.261685851	5.831366759	4.665796215
PPP2R2B	0.42436374	0.353060702	0.370080366	7.740836714	7.316472973	7.254411112	6.969012324	7.168001638	6.807319158	7.305827662	7.268924967	7.574541242	8.427566028	7.072652629	7.685986075	7.968882795	7.16386393	9.224413488	7.317290494	7.093254505	7.495517417	6.360737761	6.876612782	11.38108173	8.063749075	6.874492686	7.124994543
HLA-DRA	0.607092237	0.17429508	0.304512745	6.271314027	5.66422179	5.64584497	5.427751068	5.61523424	5.633927459	5.029853023	5.130458726	8.263425576	5.300730857	4.930770191	7.368920205	5.618814605	6.79057616	5.482333879	6.761340964	4.749749837	6.489947565	5.124974858	4.888125701	7.41610251	8.190189167	6.258857014	6.387149888
IKBKE	-0.088245974	0.435444258	0.533340194	6.959853124	7.048099098	6.968591157	6.637767046	6.859787662	6.477411739	7.164049951	7.218758433	7.684705349	7.23766795	7.184152594	7.949861912	6.476954406	6.450664308	6.827469517	7.426143578	7.091684056	7.040823448	6.626316497	7.270933606	6.634151107	7.113128179	NA	6.610106876
LPO	0.062141456	0.558906181	0.550764603	7.653286926	7.59114547	7.733128381	7.599010997	7.79191944	7.262872828	7.268676535	7.543505406	7.516681721	7.937412649	7.667101277	8.030335817	6.91255697	7.785301444	7.969648517	7.644254559	8.069520254	8.269114813	7.421487777	8.087563744	7.474127729	7.50229237	6.667303364	7.659222679
MERTK	0.602050531	0.371179782	0.270142003	7.059042063	6.456991532	6.16245054	6.71467945	5.952508237	6.233821923	6.428735209	6.526172036	7.278336297	6.982055264	5.834164831	8.245262783	6.284902804	6.66992203	6.277095987	6.902797897	NA	9.45657959	6.001433653	6.230246076	6.213995336	9.212894949	6.757020497	6.456353157
NFATC2	0.099969114	0.597459796	0.544174197	5.887966344	5.78799723	5.105034485	5.981039616	5.418688661	5.914946683	5.628075512	6.010856295	6.382001949	5.913022738	5.738309131	6.09826717	5.815958375	5.906603121	6.08951323	6.490563697	5.509614975	7.084024821	5.424888934	6.307158692	4.978281645	6.526988453	5.760029873	4.551669481
SAA2	0.037990456	0.942431875	0.610521274	6.599076954	6.561086498	6.213260259	5.273359645	6.19419119	6.45316329	6.847038099	6.415752908	7.628571458	6.751601774	7.272839863	7.426497084	6.566021693	7.683982681	5.929946469	6.40432954	6.115085934	6.485823822	5.568555915	6.609504205	5.909286392	7.26662631	6.772809939	7.049530419
TNFRSF1B	-0.148901068	0.9399216	0.515497541	5.758443544	5.907344612	6.29838208	5.622429461	5.632662668	6.012965697	5.188999811	6.362557766	6.754276131	5.677777276	5.616050616	NA	6.030767323	5.328303032	5.699908895	4.351958774	5.44647213	5.424804053	5.679005253	5.242429379	6.164500846	6.531431104	6.224307284	6.977434451
ABHD14B	0.053169918	0.427405352	0.554204225	7.594686998	7.54151708	7.301692918	7.458153161	NA	7.412385058	7.381093733	7.511452729	7.630728975	7.829663461	7.806966607	7.663165905	6.890793977	7.679854256	7.181104397	7.795980295	7.783298422	8.250273969	8.233436091	7.653883856	7.192095971	7.965920515	7.163328307	7.277795016
CTHRC1	-0.143038175	0.371447718	0.368945412	6.227118526	6.370156702	6.098842978	5.673987679	6.204298208	6.557063029	6.545219454	6.369554228	6.629451718	6.854564347	6.398428674	6.62612677	6.144679164	6.247052303	6.115926145	6.51134612	6.191428368	6.327090753	6.144250753	6.168625454	5.698206188	6.280408432	6.399471255	6.097929137
MALT1	0.059318198	0.866643493	0.568687599	6.778929974	6.719611776	6.453997659	6.110974018	6.068677727	6.951552264	7.082279777	6.699752244	6.82438185	7.513472613	6.771417836	7.063862552	6.430405687	6.644677485	6.772309217	6.350245567	7.031592055	6.501849722	6.448598284	7.701709387	7.460694654	6.702017841	6.563635997	6.454491221
GSTO1	1.062047028	0.105205953	0.255180227	7.377960608	6.315913579	5.741823839	5.73546861	7.145113407	5.754948922	5.269676504	5.874495837	8.725267469	6.777128611	5.819299016	8.764642697	6.568149591	7.654271023	4.849893367	7.796878982	5.355970474	9.749991345	5.237926009	5.358560238	7.558227553	9.611379458	7.072448455	10.33514871
PTK2B	-0.431210706	0.039546273	0.206722445	8.054548544	8.48575925	7.760730531	8.330756341	9.609171915	8.506252273	8.318806628	8.220833344	8.720499517	8.664396082	8.240386622	8.165325938	7.664201594	8.151878614	8.047487594	8.675686988	8.323998392	8.353314569	7.390216393	8.583016206	7.568539826	8.170365637	7.90987927	7.705220056
NR4A3	0.111485641	0.396717612	0.442809441	7.594062639	7.482576998	7.22170433	7.398347832	7.477777994	7.405806329	7.32973883	7.233219726	7.869782961	8.028871266	7.377943712	7.860865554	7.189018184	7.62807837	7.391224319	7.597643919	7.763488428	8.092457131	6.947747496	7.658444917	8.075380646	7.895241428	6.956680037	7.666543872
TMPO	-0.052885095	0.716839308	0.568687599	5.96498905	6.017874145	5.92518282	6.024608534	5.242018189	6.557162404	6.111337987	5.850444332	5.806754833	6.085918633	6.557439573	5.970214473	5.749925263	6.513943461	5.627123615	5.904989155	6.598518133	6.357878979	6.200318803	6.035234111	5.682707391	5.839348423	5.459456317	5.605199518
ULBP3	-0.208105401	0.283305658	0.399725011	6.714335578	6.922440979	6.5176717	6.568618612	6.735785704	7.167387724	6.630102781	6.9316118	7.493545779	7.286280708	6.970964007	7.389000195	6.296693623	6.64894126	6.547226363	6.865837491	6.611638966	8.078749654	6.237796227	6.287094443	6.463963624	7.633868549	6.866193011	5.35935911
PRDX6	0.76890435	0.111311878	0.274311392	7.896846767	7.127942417	7.096918712	7.023288904	6.588513499	6.803601773	6.889971947	6.892107129	8.494982059	7.445675235	6.916422493	9.749110303	6.5415534	8.024405747	6.685005282	8.24312912	7.153489604	NA	7.184390408	6.424680432	6.504022012	10.26927211	6.951186033	11.03191675
KNG1	0.273808852	0.296145493	0.370702522	5.712749229	5.438940377	5.402154225	5.393770639	4.926109934	5.411338988	5.14794964	5.593939743	6.497201905	5.667693301	4.910305016	6.322722471	4.841820941	5.767013156	5.95225614	5.458641054	6.301142523	4.661734751	6.856193172	6.331238063	6.040419683	6.135389332	4.985704257	4.611464431
PPIL1	-0.221560343	0.284510174	0.273185846	7.227936141	7.449496484	7.147366751	7.32809513	7.35942793	7.55115384	7.677658625	7.433161514	7.60924069	7.491324127	7.448039751	7.43900256	NA	7.064273721	7.13195074	7.72278101	7.410132361	7.363729168	6.681043604	NA	8.102106316	7.022502772	6.947261118	6.622514183
S100A9	0.218327862	0.38790379	0.568687599	7.058372798	6.840044936	6.922113515	7.238985943	5.063865823	6.187889842	5.565620117	7.824633509	9.88238813	7.31116149	5.563746056	5.986044857	6.336524766	10.15536055	5.609604601	6.078937486	NA	6.627480803	4.98744522	5.984144926	9.596897424	7.721427669	8.558232483	NA
PROZ	-0.494441148	0.035795395	0.202550986	5.492832759	5.987273908	5.46366918	NA	5.72665077	6.298240353	6.2422689	6.147991294	6.54906943	6.033111422	5.437189913	5.455546312	5.713570426	5.15288287	5.59835804	5.762068826	5.913398145	6.0150539	5.912792308	4.768218239	5.133477892	5.541619462	5.733680967	4.706158481
PDGFRB	-0.010167739	0.716485357	0.622794685	6.504402269	6.514570008	5.932326783	5.588034873	6.573257321	6.733645782	6.830709344	6.472955714	6.790707673	6.932900029	6.776592558	6.860376017	6.389885107	6.535612877	6.368366997	6.556878718	6.694435992	6.544791135	6.534238949	6.542612589	6.236840266	6.33199251	6.332499471	6.628698874
IFITM1	1.281548661	0.188715994	0.270142003	8.386059379	7.104510718	6.658487637	7.251107837	7.013601059	7.129051795	6.425198183	7.710308109	10.59484545	6.138495974	5.019500416	10.87412446	7.452901192	10.31485214	4.762608592	7.816697129	7.645746309	9.729832758	4.769522186	5.758161103	9.900004829	11.41528253	8.953434326	9.625604369
TPT1	1.162432137	0.102898827	0.227489774	7.148480825	5.986048687	5.676203871	5.697539769	5.307261144	5.775733206	5.469235892	5.771949108	9.036368785	5.801565896	5.338580515	8.123144415	6.094142482	7.677994771	4.856481493	7.990862044	5.837418211	8.785078609	4.841490126	5.522067112	6.995272642	9.726287993	6.717148805	9.762862017
FCRL3	-0.060963928	0.334998555	0.564784812	6.717093368	6.778057296	6.128672578	6.897613799	6.506080618	7.303330037	6.642356835	6.505989773	7.400312815	6.989351853	6.628807359	7.045438892	6.261844054	6.707491575	6.823759444	7.233259465	7.250447914	6.879705923	6.56278787	6.621890859	7.015020438	6.582994478	6.815302797	5.52227008
CD97	0.176491516	0.685195542	0.389117838	7.032512752	6.856021236	6.168476875	6.957978881	6.378731237	7.146116569	7.055508235	6.825571773	7.344603038	NA	6.971183276	7.368507217	6.352129976	6.769095575	6.760654528	7.200498558	7.286607154	7.250523573	6.494964006	7.355333028	7.530105245	6.929700673	6.662500191	7.462046045
ITPR2	0.083663593	0.992562464	0.544174197	6.174638996	6.090975402	5.669555109	6.011422675	6.146473688	6.19704203	5.478764757	6.117086259	6.605864143	6.381303103	6.211266857	6.769657913	5.668521808	5.746316901	5.906304593	6.3993154	6.016036165	7.183155682	5.998546353	5.818032952	6.653977156	6.669936677	6.241672067	5.198833276
LMO2	-0.03832793	0.884140043	0.594631991	6.079675409	6.118003339	5.725782811	5.259107259	6.311907318	6.408301766	6.523918168	6.478323921	6.162511769	6.235410828	5.956766216	6.694782889	5.584857162	6.040693501	6.21523898	6.3358907	NA	6.030519843	5.948686743	6.049948616	6.298521542	6.337861868	5.968703081	5.450399985
LTB4R	0.294041678	0.703348096	0.287079633	6.01085358	5.716811902	5.471828113	5.258329243	5.681603984	5.898812956	5.787108801	5.973436888	6.487938678	6.054303891	4.837944563	6.179017941	5.312251075	6.151745105	6.022226181	6.007005924	6.425749933	6.459522587	5.36047636	6.829042752	5.561988868	5.945249027	6.336215237	5.550605549
ALOX12	0.601829129	0.274150263	0.270142003	6.266675634	5.664846505	5.580619913	5.204482375	5.624203396	5.648512612	5.796734656	5.328565216	6.64055122	5.474527144	5.685422015	9.501992348	NA	6.102400182	5.798226911	6.086022695	5.499710793	6.427220216	5.970809908	5.127259568	6.187555361	7.442840614	5.806619923	5.249449085
GZMH	-0.082945617	0.346142704	0.510280437	6.117756465	6.200702083	5.758976792	5.959114043	6.188411147	5.834113846	6.424158147	6.238773774	6.634815786	6.283213369	6.484741838	6.556680974	5.468961078	5.929242029	6.119621629	6.351160975	6.682498947	6.184734935	5.721601931	5.709647447	6.28160252	6.207287333	6.240409892	6.077384362
TNFAIP8	1.09171254	0.077778224	0.210086709	6.876794755	5.785082215	5.392110716	5.537509966	5.879256619	4.828840672	5.16057627	6.434360824	7.781505084	5.924126792	5.127452987	10.73670316	5.331110718	6.352850755	5.570521592	7.251969493	5.207067471	8.497599871	6.100043096	5.284122436	6.938625043	8.63229917	7.45235667	6.043062334
SPI1	-0.066821152	0.508895237	0.510125823	6.557766409	6.62458756	6.381700217	6.536077858	6.511761731	6.387565563	6.767227318	6.683800862	7.11245846	6.745092117	6.495603918	6.682551089	6.33898787	6.6477196	6.372791267	7.100925878	6.989187792	6.55700683	6.249023746	6.762448446	6.434252356	6.551633884	6.481142929	6.083291626
HSPA1A	1.850558196	0.065267119	0.206722445	9.738203426	7.88764523	7.884407111	7.262574038	6.518920031	6.830415652	6.732699082	8.988418133	12.29879515	7.793214827	6.679363049	12.19328011	10.06914667	11.49673414	6.751275456	12.37751587	6.872047889	9.943592223	5.965911588	6.811342122	10.44189765	12.68488468	10.74428664	10.2447295
SLURP1	-0.329026552	0.200901315	0.279219364	6.803280499	7.13230705	6.940897147	7.009448645	8.617506205	6.390287032	7.130637646	6.724550854	6.986170797	7.096039062	7.295226062	7.15774441	6.821477159	7.140290859	6.824127221	6.522616385	6.728118296	6.958615379	6.915724429	6.725403595	6.775692606	6.845644032	6.54449129	6.48270082
ICAM3	0.783826949	0.098693743	0.206722445	6.769687395	5.985860446	5.301870949	5.79079176	5.755585692	6.217020262	5.302983397	6.631129609	7.582879641	5.800384219	5.490098489	8.236890937	6.378609325	7.362102702	5.776676282	6.017777632	4.99849542	7.449161205	5.51684806	5.997313034	7.907157648	7.897168404	7.237287667	7.230447825
IL11RA	0.255505583	0.248634131	0.399553668	6.222721368	5.967215785	6.399453961	6.183145832	4.425879615	6.400231448	5.439611964	6.140832836	6.805516201	6.50175157	5.40851864	5.777412375	6.526122407	6.150084054	6.287589201	6.176492628	5.985958758	6.576090895	5.622081234	6.458886202	6.337441781	6.559962344	5.719887443	6.717368465
IL28RA	0.540359963	0.304567903	0.317491807	6.339860991	5.799501028	6.106389423	5.545913478	5.915789175	6.086335739	5.001548631	5.465390714	6.906766894	5.522955567	5.644419632	9.788187395	5.71750421	6.274099217	5.564844801	6.469133368	4.491977821	7.465771426	6.256931746	5.191782477	5.867416002	7.756432922	6.317702526	5.256408973
ILF2	0.423822376	0.324931815	0.325844517	6.803842195	6.380019819	5.781413762	6.219419881	5.933218591	6.082807424	6.667344334	6.262839919	7.714393968	6.36670308	6.392037414	8.035903613	5.628752427	6.899368425	6.02341269	6.881649845	6.195058508	8.3483562	6.182401352	6.350515054	NA	NA	6.141619345	8.155226689
LRRC28	0.331711983	0.723001163	0.399553668	6.873906801	6.542194818	5.724901258	5.93728624	6.417527957	6.552829527	6.810712632	6.091444301	7.605492678	6.580104304	7.159454462	8.587421036	6.61539164	6.412093985	5.78779105	7.219670937	6.36614942	7.86275366	5.76345523	5.809360303	6.22569147	7.811844728	NA	8.02525815
ITPR2	-0.396937558	0.60284793	0.376926523	9.044300948	9.441238506	9.698531251	10.11760145	9.773307987	10.01121919	9.219708497	9.933868007	8.120332011	8.355961495	9.740616662	9.396650252	7.59790933	9.657491034	9.164303911	8.499965521	9.684927772	10.22943859	9.894660391	9.375117559	9.15953726	8.159858634	6.581007721	10.17504434
LRRC7	-0.112063404	0.999769252	0.412635106	7.844074284	7.956137688	NA	7.732705933	7.667194889	7.893054401	8.139150294	8.061354979	8.188376069	8.022671634	7.944593305	7.806429586	7.69958736	7.841278955	7.477536532	8.106885768	8.008724309	7.879334369	7.1944505	8.242042026	8.220290474	7.640284962	7.293852337	8.562268517
PTK2	0.930533461	0.228087543	0.134688373	6.84722869	5.916695229	5.913928751	5.806684905	5.344586846	6.083615177	6.307752608	5.737126531	6.725884946	5.284698272	6.045979026	7.690062961	7.612370228	5.853971186	6.224538287	6.324236801	6.655967884	6.844652302	6.838659392	8.402198253	6.367213191	8.400610787	5.880460537	5.919031159
CD86	0.235100431	0.636025605	0.40377473	7.997157685	7.762057254	NA	7.513362706	7.360797317	8.575306057	7.691886252	7.219360497	8.266283883	7.819310535	7.650150789	7.715669567	7.866892891	7.465186967	8.344898977	7.585323714	8.11347116	7.567071603	7.801162659	8.436183825	10.14538698	7.919499156	7.487543003	7.514759409
TNFAIP8L1	0.03390515	0.83509818	0.554204225	6.829555007	6.795649857	6.654099286	6.734375914	6.806263138	6.876894472	6.760483149	6.811587331	6.881045887	7.090767508	6.545332026	7.020892716	6.421278072	6.676191187	6.921144131	7.034245528	6.976575253	7.411999103	6.642593109	6.963617817	6.767089658	6.735804186	6.565238188	6.647546142
CXCL3	-0.010171822	0.206270827	0.623028785	6.277615778	6.2877876	6.148895158	6.330695109	5.98427968	5.733602117	7.047816755	6.091224725	6.649586151	6.322072079	6.281916629	6.651752927	6.139279904	5.961125915	7.788493861	5.87219524	6.418714558	6.631879883	5.418018194	6.093280015	6.029233979	6.738263093	5.954970796	5.911796753
AXL	-0.029880794	0.811164296	0.585570105	6.490400837	6.520281631	6.626192161	6.394456672	6.586590915	6.538297578	6.407731882	6.678295537	6.600239181	6.684909574	6.165821182	6.667894377	6.044677646	6.84552121	6.542690751	6.02203993	6.349189589	7.23010733	6.178692118	6.863641602	6.799779115	6.21049648	6.214292752	6.406187976
OTUB2	0.080496712	0.468223329	0.528875004	6.653427377	6.572930665	6.46023986	6.504316846	6.292456221	6.753998364	6.280159823	6.48943416	7.263838885	7.050947479	6.060984352	6.941400834	6.489303531	6.781476111	6.662055052	6.575031895	6.776869933	7.002108454	6.331031487	6.371886778	NA	7.082077194	6.152313627	6.675573632
PTPRC	0.0826791	0.342220249	0.528875004	7.480403246	7.397724146	7.314509814	7.135179731	7.445186908	7.371742538	7.650846666	7.322974911	7.291349056	7.504973139	7.542754551	7.315395563	6.867374371	7.563967751	7.42138239	7.056957246	8.318099859	7.281412236	8.345258594	7.373075503	7.619737514	7.077391813	6.766994534	8.238194832
ABCC11	-0.583326719	0.21834341	0.274311392	5.603811948	6.187138667	5.384038585	5.28885046	5.837134351	6.065141951	5.532334523	6.037269756	6.467256863	6.307118815	8.765102696	6.584710841	5.791554959	5.263942127	5.523221131	6.02000598	5.645551973	5.32342597	5.220945168	4.68499678	5.3162261	6.046509111	5.790830065	5.637635115
C1RL	0.156566314	0.631966144	0.399553668	5.766478691	5.609912378	5.114072977	5.675223871	5.696974381	5.595216461	5.207950899	5.77564154	5.995457442	5.706359727	5.722314103	6.081890789	5.875764648	4.776832386	6.152352068	6.221675159	6.202661882	6.151550472	5.952335465	6.196219022	5.40272454	5.169672326	5.12705911	5.653485122
KIR3DL2	-0.051778231	0.581156093	0.554204225	6.594968283	6.646746514	6.480216978	6.616920569	6.492454463	6.081575667	7.073920859	6.69208054	6.960155327	6.827734972	6.595659252	6.523741562	6.897522471	6.568997576	6.807991644	6.913768167	6.947059686	6.587844371	5.782234227	6.785811147	6.607193049	6.626049012	6.091406491	NA
MAP3K10	0.162007672	0.884369834	0.430543847	6.654104954	6.492097282	6.105230262	5.480058229	6.72091354	6.6760856	6.784536954	6.144565206	7.074949146	6.67748902	6.765047578	7.11006642	6.02334834	6.242138047	6.711413215	6.573085684	NA	7.165943747	6.743391327	6.994037221	6.778453941	6.32010251	6.565286882	6.621992113
HSPA1L	0.378241911	0.45368333	0.206722445	6.852320237	6.474078326	5.954320052	5.873676573	6.520820062	6.690954635	6.87822831	5.971996405	7.055341715	6.551548033	6.769819146	7.128728589	6.363451303	6.564524522	6.959212109	6.918509168	7.200876652	7.287262622	6.743535905	7.214932411	6.849002008	6.714330316	6.290168407	6.845629066
NFKB2	-0.162060632	0.293296724	0.333371332	6.183855732	6.345916364	6.487955613	6.217982209	6.115821512	6.208871059	6.357086236	6.425053282	6.585824293	6.538129652	6.176523419	6.784836911	5.392692566	5.831581024	6.598760109	6.278109217	6.422347909	6.229734437	6.338710427	6.609875453	6.357276797	6.279240648	5.87475112	5.392207896
SLC11A1	0.330037083	0.451773716	0.231113314	7.087285147	6.757248064	6.264147943	6.776994901	6.704848599	7.190130942	6.832725606	6.743045301	6.627497731	6.772410263	6.903431289	6.94926385	6.873413016	7.255165148	7.118273882	6.422676217	7.86111664	6.971113132	7.322222536	7.162773385	NA	6.420536955	6.544500719	8.146366281
SYK	0.296122048	0.963267021	0.270142003	6.341604671	6.045482623	5.797172568	6.180306304	6.1280593	6.357351586	5.649874942	5.415870087	6.803488711	6.100631011	5.9765891	7.447458126	6.481888519	6.116189664	5.655199308	5.817009286	6.454221651	6.907972893	6.033172412	5.974174299	6.043669396	6.769218553	6.365138107	6.375548509
CLEC4F	-0.108417843	0.404749823	0.56163078	7.738985579	7.847403423	8.034123155	8.128003248	9.963946177	7.369582512	7.395887178	7.128454207	7.339952661	7.825277753	7.441403911	7.959137991	7.75980704	7.722796788	8.158964112	7.366000366	7.957280684	7.475674731	6.773166259	8.355158685	7.94850251	7.592574305	NA	7.798763478
BLK	0.602681735	0.191918681	0.339597559	6.92959694	6.326915205	6.108570722	5.979408145	7.377277705	5.980434899	6.195680529	5.808029103	6.23818685	6.993193516	6.261455381	5.917429369	6.316542527	8.713481854	5.972255897	7.244260504	7.322108476	5.735482854	6.91758178	6.124305867	5.7672403	11.93689703	6.095197215	6.021976551
PPARG	1.494525846	0.114680775	0.206722445	7.294328292	5.799802447	5.957037386	5.676845936	5.258768783	5.194795826	5.740714486	5.385256434	7.829828836	5.655439271	5.499535061	10.01375159	5.944662112	7.228005377	5.125165239	7.748740443	5.265162565	8.923437593	5.06287525	5.026033896	5.651039663	10.03614367	7.076235244	11.72501516
CES2	-0.024137737	0.795400933	0.611382716	6.79508192	6.819219657	6.475580904	6.793001123	6.993694265	6.739359038	6.764550947	6.815005942	7.008505243	7.201614505	6.581664943	7.914632827	6.169190443	6.432130973	6.500490264	6.736112752	6.553142941	6.687424588	6.187056722	6.498168659	6.377713552	7.417538298	6.58908787	8.273375073
LGALS3	1.736082264	0.090842982	0.206722445	8.776176801	7.040094537	7.324381284	6.912425139	6.672420796	5.966726937	5.853358361	6.788691402	10.13330184	7.670258157	6.039286913	11.60273798	8.093905154	9.728399638	6.162963374	9.795725927	5.947772202	10.77292131	4.710693914	5.889017899	8.274631811	11.62564516	8.754643412	12.73124063
NKG7	0.278869667	0.342155586	0.325844517	6.270259819	5.991390152	5.487344461	6.03801284	5.682848431	6.204351374	5.862916766	6.129999143	7.087161555	5.765495932	5.664380863	6.602071422	5.862676573	6.155043429	5.655999175	6.353469239	6.327599886	5.982426074	6.532450239	6.211991627	6.10322323	7.939726485	6.040170142	5.746530121
SERHL	8.71E-05	0.777091804	0.636593043	6.488729049	6.488641976	5.911406976	5.66782255	6.217615696	6.64456141	6.685747986	6.365199282	6.999387097	6.858034357	7.048002431	6.867025997	6.463305434	6.694043093	6.915115769	6.2579267	6.496283842	6.339043983	6.626061188	5.908482791	5.868413388	6.489845548	6.554448941	6.873480957
CCR7	0.170818592	0.305836869	0.544174197	7.185540123	7.014721531	7.639730146	7.644338929	5.757052912	6.472724585	6.781221314	7.634094008	6.49447925	7.050572009	7.658280627	8.122073367	6.253987769	8.211305021	6.569605171	6.835559474	7.300394521	9.961583659	6.720704569	6.241044152	6.93383728	7.408509084	5.709633915	7.143783618
